station_id,actual_mean,predicted_mean,mae,bias,interval_width,coverage,station_lat,station_lng,val_mean,val_sum
6822.09,0.6666666666666666,0.7938998563986388,0.5833391074241566,0.12723318973197215,3.0274489065598638,0.6666666666666666,40.765007,-73.95818,5.3511906,899.0
6824.07,1.3333333333333333,0.46942647905962076,0.8642498911600948,-0.8639068542737126,2.0878326811777392,0.5,40.7627,-73.99301,2.7202382,457.0
6839.10,0.5,0.42538644679706294,0.43939879647907293,-0.07461355320293706,2.3541122717522995,0.5,40.764397,-73.97372,6.8630953,1153.0
6847.02,0.6666666666666666,0.27959333524692437,0.38941517758394184,-0.3870733314197423,1.9131846117835305,0.5,40.765266,-73.981926,0.89285713,150.0
6876.04,0.5,0.2151178127176235,0.504624814410454,-0.2848821872823765,2.3253533295362643,0.5,40.76591,-73.97634,1.4226191,239.0
6889.12,0.3333333333333333,0.30500920528599335,0.3607355976940501,-0.028324128047340007,1.7246846100002244,0.3333333333333333,40.76664,-73.95348,2.607143,438.0
6890.01,0.8333333333333334,0.3441932362547959,0.49074387175157125,-0.4891400970785374,1.71510152977487,0.5,40.766697,-73.990616,2.517857,423.0
6890.06,1.0,0.4888501338864444,0.7760468197569329,-0.5111498661135556,2.1100785079929665,0.3333333333333333,40.764732,-73.99194,2.1309524,358.0
6912.01,0.3333333333333333,0.14984065208926248,0.4548074331642198,-0.18349268124407084,1.5550004415169134,0.3333333333333333,40.76674,-73.97907,1.5654762,263.0
6920.03,0.8333333333333334,0.7244820378158087,0.4785037618809535,-0.1088512955175247,2.5696662492776263,0.5,40.76585,-73.98691,3.0357144,510.0
6925.09,0.6666666666666666,0.42653029069212306,0.5876997115398505,-0.24013637597454363,1.9455458483688328,0.3333333333333333,40.76876,-73.958405,2.6547618,446.0
6948.10,2.3333333333333335,1.0194139176601311,1.3139246444867847,-1.3139194156732021,3.9056114756150015,0.8333333333333334,40.766953,-73.9817,8.613095,1447.0
6955.05,0.8333333333333334,0.2657321725325043,0.9332595880820614,-0.567601160800829,1.6844013403128077,0.3333333333333333,40.768333,-73.99258,2.4940476,419.0
7014.12,2.1666666666666665,0.5181757589592356,1.648542164431395,-1.648490907707431,2.3497991355279004,0.3333333333333333,40.77003,-73.98197,3.4047618,572.0
